a,b,theta,E,E_p,E_t,machine_type,status,file_name
6.7,6.7,5.0,-16.963280791882426,-0.16805157053750008,-4.156794412701856,1,Done,naphthalene_theta=5_a=6.7_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12.7,0.0,-15.563432738767009,-3.244753808423411,-2.268481280480046,2,Done,naphthalene_theta=0_a=3.7_b=12.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,7.0,10.0,-17.600931353517808,-0.1969182855682448,-4.30177369559533,1,Done,naphthalene_theta=10_a=6.7_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,6.6,5.0,-16.978822959237732,-0.19180282403249294,-4.1488043277931865,1,Done,naphthalene_theta=5_a=6.6_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.9,5.0,-15.71531149430666,-3.4671916706720367,-2.195232038240647,1,Done,naphthalene_theta=5_a=3.8_b=12.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.7,0.0,-15.949092854978517,-3.3505469743395224,-2.3119997265748684,2,Done,naphthalene_theta=0_a=3.8_b=12.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,7.1,10.0,-17.492916802177206,-0.1969182855682448,-4.274770057760178,1,Done,naphthalene_theta=10_a=6.7_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,6.6,5.0,-13.284878667793233,1.6992556643090209,-4.17084749910282,1,Done,naphthalene_theta=5_a=6.7_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,13.0,5.0,-15.459169442299752,-3.4671916706720367,-2.13119652523892,1,Done,naphthalene_theta=5_a=3.8_b=13.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,6.9,10.0,-17.656206198967993,-0.2489005864481441,-4.289601256517926,1,Done,naphthalene_theta=10_a=6.5_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.7,0.0,-15.9717924016295,-3.3037554361508232,-2.341070382331964,2,Done,naphthalene_theta=0_a=3.9_b=12.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,6.6,5.0,-13.2203204393154,1.6992556643090209,-4.154707941983362,1,Done,naphthalene_theta=5_a=6.8_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,13.1,5.0,-15.185321568278596,-3.4671916706720367,-2.0627345567336306,1,Done,naphthalene_theta=5_a=3.8_b=13.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,6.9,10.0,-17.763146453420628,-0.2218260399531573,-4.3298735933785775,1,Done,naphthalene_theta=10_a=6.6_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,6.7,5.0,-15.334754289593544,0.5991296052234247,-4.133253375010098,1,Done,naphthalene_theta=5_a=6.8_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.6,0.0,-16.115583807695653,-3.3505469743395224,-2.353622464754153,2,Done,naphthalene_theta=0_a=3.8_b=12.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12.8,5.0,-15.64740361692384,-3.3749558582785535,-2.2243729750916827,1,Done,naphthalene_theta=5_a=3.7_b=12.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,6.9,10.0,-17.703725021565333,-0.1969182855682448,-4.327472112607212,1,Done,naphthalene_theta=10_a=6.7_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.8,6.8,5.0,-16.736051890649833,-0.14607491536298767,-4.110975514980964,1,Done,naphthalene_theta=5_a=6.8_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.8,5.0,-15.94946057558991,-3.4671916706720367,-2.2537693085614587,1,Done,naphthalene_theta=5_a=3.8_b=12.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.6,0.0,-16.184204536606558,-3.3037554361508232,-2.394173416076228,2,Done,naphthalene_theta=0_a=3.9_b=12.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
