R1,R2,heri,R3t,R3p,phi1,phi2,E_mono_i,E_mono_t,E_t1,E_t2,E_t3,E_t4,E_p,E
5.0,0.7,58,1.0,0.0,-150.0,47.0,-1059765.8633183036,-1059766.7286985195,-8.70022534695454,966.9702129631769,-10.41386730526574,-7.943831068230793,-1.6202872956637293,-2118595.9203021717
5.0,0.7,58,1.0,0.0,161.0,-127.0,-1059765.6110028077,-1059767.0367620036,-8.098142052069306,-2.207266424782574,27.116501778597012,-8.31416864413768,-8.235177685972303,-2119540.621195526
5.0,0.7,58,1.0,0.0,27.0,-141.0,-1059765.4151004609,-1059766.2652008082,-8.300294398330152,-9.217362612951547,5534.290791638894,-11.993190748384222,-6.5098765913862735,-2114039.9201105726
5.0,0.7,58,1.0,0.5,-150.0,46.0,-1059765.863274378,-1059766.6550351204,-8.715348337776959,441.5019107500557,-10.41846695379354,-8.39056798699312,15.730270077940077,-2119087.080241871
5.0,0.7,58,1.0,0.5,161.0,-127.0,-1059765.6110028077,-1059767.0367620036,-8.098142052069306,12.802791600581259,27.116501778597012,-8.868190948385745,-7.056745281210169,-2119523.8082949948
5.0,0.7,58,1.0,0.5,29.0,-141.0,-1059765.5076958365,-1059766.265131782,-8.326398814562708,-9.676938386633992,5568.014346207259,-12.031111178221181,-4.319716088939458,-2114002.432361969
5.0,0.7,58,1.0,1.0,-150.0,48.0,-1059765.8633747797,-1059766.8011633742,-8.68517138203606,171.4923208518885,-10.409462184878066,-8.470462559955195,57.4341140454635,-2119273.869085338
5.0,0.7,58,1.0,1.0,162.0,-127.0,-1059765.6059199767,-1059767.0367369032,-8.092444261536002,60.300429122755304,28.157038860721514,-8.933621416334063,-6.336188098415732,-2119473.883630771
5.0,0.7,58,1.0,1.0,31.0,-141.0,-1059765.613199093,-1059766.2649184286,-8.353293893393129,-9.859041788615286,5519.835276750615,-11.693435496417806,-2.4537209775298834,-2114046.8560539046
5.0,0.7,58,1.0,1.5,-150.0,50.0,-1059765.863531657,-1059766.9415561866,-8.655201504239812,79.40016434621066,-10.401323380414397,-8.300225372426212,209.94607090111822,-2119060.8695319523
5.0,0.7,58,1.0,1.5,30.0,-140.0,-1059765.558994779,-1059766.3185517082,-8.341910861665383,-9.753061624942347,4756.416908189654,-11.354241241235286,-2.1122990616131574,-2114809.134450149
5.0,0.7,58,1.0,2.0,-150.0,50.0,-1059765.863531657,-1059766.9415561866,-8.655201504239812,62.47189610218629,-10.401323380414397,-8.290756246307865,806.595649934141,-2117884.4891730044
5.0,0.7,58,1.0,2.0,28.0,-138.0,-1059765.4601368536,-1059766.4283910587,-8.319414628203958,-9.765618099598214,3508.0037413516548,-11.312718904810026,-3.3061493870336562,-2116059.8948369673
5.0,0.7,58,1.5,-0.5,-151.0,48.0,-1059765.8314972715,-1059766.8020607135,-8.452421647962183,601.7152978354134,-10.163553565973416,-7.377823322778568,-8.827352597611025,-2118974.5667638816
5.0,0.7,58,1.5,-0.5,155.0,-126.0,-1059765.6854631444,-1059767.0885880545,-7.681431486271322,-10.00542732165195,-0.27705821534618735,-7.56191593199037,-8.192419154802337,-2119574.6847224636
5.0,0.7,58,1.5,-0.5,25.0,4.0,-1059765.3341453958,-1059765.0456727738,1020.4885642069858,-10.763026419794187,-9.030113628599793,-9.177019995171577,-7.951737693976611,-2118554.764889394
5.0,0.7,58,1.5,0.0,-150.0,48.0,-1059765.8630672996,-1059766.801910111,-8.45013751136139,714.771785329096,-10.22450988786295,-7.537625019671395,-1.6202872956637293,-2118847.3460390917
5.0,0.7,58,1.5,0.0,156.0,-126.0,-1059765.6669766998,-1059767.0883935264,-7.676612209295854,-7.5667665840592235,-0.0018448794726282358,-7.8117464878596365,-7.6819585943594575,-2119571.176257576
5.0,0.7,58,1.5,0.5,-150.0,47.0,-1059765.8630359243,-1059766.7300853163,-8.469402068527415,966.9702129631769,-10.228739304933697,-7.943831068230793,15.730270077940077,-2118560.8043405632
5.0,0.7,58,1.5,0.5,159.0,-127.0,-1059765.6272929674,-1059767.036341572,-7.6606358049903065,-1.5523656136356294,0.6612512127030641,-8.317582299234346,-6.774114777334034,-2119563.081196599
5.0,0.7,58,1.5,1.0,-150.0,47.0,-1059765.8630359243,-1059766.7300853163,-8.469402068527415,441.203310116427,-10.228739304933697,-8.389375717844814,57.4341140454635,-2119003.609100125
5.0,0.7,58,1.5,1.0,159.0,-127.0,-1059765.6272929674,-1059767.036341572,-7.6606358049903065,14.630935308989137,0.6612512127030641,-8.87228231341578,-5.831193150719628,-2119545.5667524375
5.0,0.7,58,1.5,1.0,30.0,7.0,-1059765.5584488453,-1059765.0511823115,2536.335317092249,-11.627503021154553,-8.897903546923772,-9.516873135697097,-2.452095726504922,-2117029.220785221
5.0,0.7,58,1.5,1.5,-151.0,48.0,-1059765.8314972715,-1059766.8020607135,-8.452421647962183,179.14899706840515,-10.163553565973416,-8.468649056274444,203.71306427172385,-2118973.143056643
5.0,0.7,58,1.5,1.5,158.0,-126.0,-1059765.6380108383,-1059767.0879040686,-7.667368987109512,70.54664458148181,0.570726620266214,-8.936771516455337,-6.1280806821305305,-2119490.4688455733
5.0,0.7,58,1.5,2.0,-150.0,50.0,-1059765.8631237755,-1059766.9409098513,-8.411482895491645,79.40016434621066,-10.216835440369323,-8.300225372426212,806.595649934141,-2117867.1411131206
5.0,0.7,58,1.5,2.0,158.0,-126.0,-1059765.6380108383,-1059767.0879040686,-7.667368987109512,250.68104570358992,0.570726620266214,-8.620224097045138,-8.053413139190525,-2119313.868561946
5.0,0.7,58,2.0,0.0,-153.0,49.0,-1059765.7762952168,-1059766.8687462013,-8.471617178758606,642.1267033815384,-10.045989567646757,-7.37307934765704,-1.5727910639252514,-2118919.5546062584
5.0,0.7,58,2.0,0.0,151.0,-126.0,-1059765.7979819626,-1059767.0874710868,-7.500758807174861,-10.072934847325087,-9.40895396610722,-7.569640579866245,-7.209418464452028,-2119581.8565781787
5.0,0.7,58,2.0,0.0,22.0,4.0,-1059765.238575623,-1059765.044750334,607.747193784453,-10.685572860063985,-9.082761717727408,-9.498116862028837,-6.510102495085448,-2118964.8227886027
5.0,0.7,58,2.0,0.5,-151.0,48.0,-1059765.8315349221,-1059766.7987537358,-8.491528070997447,749.2471470781602,-10.182617320446298,-7.535629537887871,15.679115462349728,-2118778.2346855844
5.0,0.7,58,2.0,0.5,154.0,-126.0,-1059765.7118122892,-1059767.0861470408,-7.488741990411654,-7.401888331398368,-9.177942434558645,-7.815542923519388,-6.096793033648282,-2119576.875661077
5.0,0.7,58,2.0,0.5,26.0,5.0,-1059765.3736032245,-1059765.0472101732,1271.4285330860876,-11.008062799694017,-8.948687931057066,-9.114250169601291,-4.31820379011333,-2118296.699688792
5.0,0.7,58,2.0,1.0,-150.0,47.0,-1059765.8634940065,-1059766.7277133288,-8.513472095830366,966.9702129631769,-10.253852255176753,-7.943831068230793,57.4341140454635,-2118477.4639217006
5.0,0.7,58,2.0,1.0,156.0,-126.0,-1059765.6692733865,-1059767.0853877536,-7.481136569520459,-0.7322916195262223,-9.0141497743316,-8.334681946318597,-5.322282540844753,-2119568.9614861314
5.0,0.7,58,2.0,1.0,28.0,6.0,-1059765.4600239017,-1059765.049205655,1785.3606538095046,-11.324792196508497,-8.885171369183809,-9.26916356338188,-2.4504704759456217,-2117779.528643828
5.0,0.7,58,2.0,1.5,-150.0,46.0,-1059765.8634563559,-1059766.6555057531,-8.537411601981148,441.5019107500557,-10.257830668706447,-8.39056798699312,209.94607090111822,-2118698.310719814
5.0,0.7,58,2.0,1.5,156.0,-126.0,-1059765.6692733865,-1059767.0853877536,-7.481136569520459,16.937229086644948,-9.0141497743316,-8.88891760376282,-5.742174582090229,-2119552.685985165
5.0,0.7,58,2.0,1.5,28.0,7.0,-1059765.4601117533,-1059765.0513266388,1977.4376369980164,-11.580973154865205,-8.882140495814383,-9.623116854345426,-2.111809603869915,-2117587.3836511066
5.0,0.7,58,2.0,2.0,-151.0,48.0,-1059765.8315349221,-1059766.7987537358,-8.491528070997447,179.14899706840515,-10.182617320446298,-8.468649056274444,752.1226928278338,-2117876.3787003816
5.0,0.7,58,2.0,2.0,154.0,-126.0,-1059765.7118122892,-1059767.0861470408,-7.488741990411654,77.20695414533839,-9.177942434558645,-8.94735761010088,-7.21630224888213,-2119495.6376517173
5.0,0.7,58,2.0,2.0,26.0,7.0,-1059765.3738354032,-1059765.0513642894,1656.1691271881573,-11.472558251582086,-8.942092801211402,-9.777013681596145,-3.3071910536382347,-2117911.062119346
