R1,R2,heri,R3t,R3p,glide,phi1,phi2,FF
5.0,1.0,58.0,1.9,-0.5,b,-145.0,10.0,-91.49533251584056
5.0,1.0,58.0,1.9,-0.5,b,40.0,20.0,-107.14941013944583
5.0,1.0,58.0,1.9,-0.5,b,-165.0,50.0,-67.67135035662255
5.0,1.0,58.0,1.9,-0.5,b,55.0,55.0,-90.28253119949964
5.0,1.0,58.0,1.9,-0.5,b,-170.0,75.0,-67.43656518147858
5.0,1.0,58.0,1.9,-0.5,b,40.0,90.0,-21.187991594987736
5.0,1.0,58.0,1.9,-0.5,b,-160.0,105.0,-124.90795488686744
5.0,1.0,58.0,1.9,-0.5,b,-155.0,115.0,-125.59897306371614
5.0,1.0,58.0,1.9,-0.5,b,20.0,120.0,-38.83943296247576
5.0,1.0,58.0,1.9,-0.5,b,-135.0,135.0,-36.689509581707696
5.0,1.0,58.0,1.9,-0.4,b,15.0,-5.0,-122.31625021177712
5.0,1.0,58.0,1.9,-0.4,b,-145.0,10.0,-94.6679445134732
5.0,1.0,58.0,1.9,-0.4,b,40.0,20.0,-107.74996342040583
5.0,1.0,58.0,1.9,-0.4,b,-165.0,50.0,-55.824692781273896
5.0,1.0,58.0,1.9,-0.4,b,55.0,55.0,-91.06337159090867
5.0,1.0,58.0,1.9,-0.4,b,-170.0,75.0,-50.34382851910765
5.0,1.0,58.0,1.9,-0.4,b,45.0,85.0,-21.12454037474793
5.0,1.0,58.0,1.9,-0.4,b,-160.0,105.0,-125.0255189790401
5.0,1.0,58.0,1.9,-0.4,b,-155.0,115.0,-127.42572531924216
5.0,1.0,58.0,1.9,-0.4,b,20.0,120.0,-41.52144569264453
5.0,1.0,58.0,1.9,-0.3,b,15.0,-5.0,-122.7970136046102
5.0,1.0,58.0,1.9,-0.3,b,-145.0,10.0,-97.29697091216671
5.0,1.0,58.0,1.9,-0.3,b,40.0,20.0,-108.36621260938573
5.0,1.0,58.0,1.9,-0.3,b,-165.0,50.0,-38.370150078754506
5.0,1.0,58.0,1.9,-0.3,b,55.0,55.0,-91.75182631703092
5.0,1.0,58.0,1.9,-0.3,b,-170.0,75.0,-26.882116975511263
5.0,1.0,58.0,1.9,-0.3,b,45.0,85.0,-19.702954939820035
5.0,1.0,58.0,1.9,-0.3,b,-155.0,115.0,-128.2823806203414
5.0,1.0,58.0,1.9,-0.3,b,20.0,120.0,-43.61350784359221
5.0,1.0,58.0,1.9,-0.2,b,15.0,-5.0,-123.1222873207514
5.0,1.0,58.0,1.9,-0.2,b,-145.0,10.0,-99.17692029089856
5.0,1.0,58.0,1.9,-0.2,b,40.0,20.0,-108.98607049528616
5.0,1.0,58.0,1.9,-0.2,b,55.0,55.0,-92.17263038687236
5.0,1.0,58.0,1.9,-0.2,b,-155.0,110.0,-128.929040539273
5.0,1.0,58.0,1.9,-0.2,b,20.0,120.0,-44.96024661854081
5.0,1.0,58.0,1.9,-0.1,b,15.0,-5.0,-123.23550143237958
5.0,1.0,58.0,1.9,-0.1,b,-140.0,5.0,-100.62950806146708
5.0,1.0,58.0,1.9,-0.1,b,40.0,20.0,-109.5906533621152
5.0,1.0,58.0,1.9,-0.1,b,55.0,55.0,-92.03128379965092
5.0,1.0,58.0,1.9,-0.1,b,-155.0,110.0,-129.94233108485457
5.0,1.0,58.0,1.9,-0.1,b,20.0,115.0,-46.4930781406208
5.0,1.0,58.0,1.9,0.0,b,15.0,-10.0,-123.13308280566632
5.0,1.0,58.0,1.9,0.0,b,-140.0,5.0,-101.077688105853
5.0,1.0,58.0,1.9,0.0,b,40.0,20.0,-110.15290493775537
5.0,1.0,58.0,1.9,0.0,b,55.0,55.0,-90.85392812416045
5.0,1.0,58.0,1.9,0.0,b,-155.0,110.0,-129.86856053531466
5.0,1.0,58.0,1.9,0.0,b,15.0,120.0,-49.18985794627076
5.0,1.0,58.0,1.9,0.1,b,15.0,-10.0,-123.38017211630736
5.0,1.0,58.0,1.9,0.1,b,-140.0,5.0,-100.16205192647853
5.0,1.0,58.0,1.9,0.1,b,40.0,20.0,-110.63576660415062
5.0,1.0,58.0,1.9,0.1,b,55.0,50.0,-88.03719484697027
5.0,1.0,58.0,1.9,0.1,b,-155.0,110.0,-128.4252469091875
5.0,1.0,58.0,1.9,0.1,b,15.0,120.0,-49.83586872353982
5.0,1.0,58.0,1.9,0.2,b,15.0,-10.0,-123.03844893419034
5.0,1.0,58.0,1.9,0.2,b,-140.0,5.0,-97.53734854090044
5.0,1.0,58.0,1.9,0.2,b,35.0,15.0,-111.00294187575491
5.0,1.0,58.0,1.9,0.2,b,55.0,50.0,-84.98274189653122
5.0,1.0,58.0,1.9,0.2,b,-155.0,110.0,-125.27717421780126
5.0,1.0,58.0,1.9,0.2,b,-150.0,120.0,-107.2813537098503
5.0,1.0,58.0,1.9,0.2,b,15.0,120.0,-47.27718519494134
5.0,1.0,58.0,1.9,0.3,b,15.0,-10.0,-122.13070570814376
5.0,1.0,58.0,1.9,0.3,b,-140.0,5.0,-92.73228245919042
5.0,1.0,58.0,1.9,0.3,b,35.0,15.0,-111.40320197614083
5.0,1.0,58.0,1.9,0.3,b,55.0,50.0,-78.5315024845388
5.0,1.0,58.0,1.9,0.3,b,-155.0,110.0,-119.9985333174713
5.0,1.0,58.0,1.9,0.3,b,-150.0,120.0,-101.3627836434368
5.0,1.0,58.0,1.9,0.3,b,15.0,120.0,-41.56559961971481
5.0,1.0,58.0,1.9,0.4,b,15.0,-10.0,-120.6906600851964
5.0,1.0,58.0,1.9,0.4,b,-140.0,5.0,-85.07335968457629
5.0,1.0,58.0,1.9,0.4,b,-155.0,110.0,-111.99022771891656
5.0,1.0,58.0,1.9,0.4,b,-150.0,120.0,-92.03743810862473
5.0,1.0,58.0,1.9,0.4,b,15.0,125.0,-34.431436219316694
5.0,1.0,58.0,1.9,0.5,b,15.0,-10.0,-118.76601710743354
5.0,1.0,58.0,1.9,0.5,b,-140.0,5.0,-73.55148917266378
5.0,1.0,58.0,1.9,0.5,b,60.0,60.0,-36.10408580709177
5.0,1.0,58.0,1.9,0.5,b,-155.0,110.0,-100.31421917181616
5.0,1.0,58.0,1.9,0.5,b,-150.0,120.0,-78.09924633549589
5.0,1.0,58.0,1.9,0.5,b,15.0,125.0,-28.673867765742106
5.0,1.0,58.0,1.9,0.6,b,20.0,-5.0,-117.49892302444228
5.0,1.0,58.0,1.9,0.6,b,-140.0,10.0,-57.47620638809381
5.0,1.0,58.0,1.9,0.6,b,60.0,60.0,-25.62038220754477
5.0,1.0,58.0,1.9,0.6,b,-155.0,110.0,-83.37991795991002
5.0,1.0,58.0,1.9,0.6,b,-150.0,120.0,-57.57233085508557
5.0,1.0,58.0,1.9,0.6,b,15.0,125.0,-22.009835774810853
5.0,1.0,58.0,1.9,0.7,b,20.0,-5.0,-116.3229723600077
5.0,1.0,58.0,1.9,0.7,b,-140.0,10.0,-34.112414112551875
5.0,1.0,58.0,1.9,0.7,b,40.0,20.0,-107.73367856762084
5.0,1.0,58.0,1.9,0.7,b,50.0,35.0,-97.90226398393804
5.0,1.0,58.0,1.9,0.7,b,60.0,60.0,-10.383075510315534
5.0,1.0,58.0,1.9,0.7,b,-155.0,110.0,-58.37038561092353
5.0,1.0,58.0,1.9,0.7,b,-150.0,120.0,-26.95713419467536
5.0,1.0,58.0,1.9,0.7,b,15.0,125.0,-14.784673504125283
5.0,1.0,58.0,1.9,0.8,b,25.0,0.0,-115.41104383718886
5.0,1.0,58.0,1.9,0.8,b,50.0,35.0,-98.07543214956564
5.0,1.0,58.0,1.9,0.8,b,-155.0,110.0,-20.209341948888127
5.0,1.0,58.0,1.9,0.8,b,15.0,125.0,-7.485748958211177
5.0,1.0,58.0,1.9,0.9,b,25.0,0.0,-114.95715124026503
5.0,1.0,58.0,1.9,0.9,b,45.0,25.0,-104.25659135215814
5.0,1.0,58.0,1.9,0.9,b,50.0,35.0,-97.51486223920496
5.0,1.0,58.0,1.9,0.9,b,15.0,125.0,-0.7141030659732651
5.0,1.0,58.0,1.9,1.0,b,25.0,0.0,-114.49320928052734
5.0,1.0,58.0,1.9,1.0,b,45.0,25.0,-103.0589352303463
5.0,1.0,58.0,1.9,1.0,b,50.0,35.0,-96.08476856279157
5.0,1.0,58.0,1.9,1.1,b,25.0,0.0,-114.03415193578876
5.0,1.0,58.0,1.9,1.1,b,45.0,25.0,-101.4491494114654
5.0,1.0,58.0,1.9,1.1,b,50.0,35.0,-93.65210708922989
5.0,1.0,58.0,1.9,1.2,b,25.0,0.0,-113.59221768911549
5.0,1.0,58.0,1.9,1.2,b,45.0,25.0,-99.44157032778156
5.0,1.0,58.0,1.9,1.2,b,50.0,35.0,-90.09495911214336
5.0,1.0,58.0,1.9,1.3,b,25.0,0.0,-113.17553086642783
5.0,1.0,58.0,1.9,1.3,b,45.0,25.0,-97.09585632270104
5.0,1.0,58.0,1.9,1.4,b,25.0,0.0,-112.78725179382772
5.0,1.0,58.0,1.9,1.4,b,45.0,25.0,-94.52568451712538
5.0,1.0,58.0,1.9,1.5,b,25.0,0.0,-112.42543133579592
5.0,1.0,58.0,1.9,1.6,b,25.0,0.0,-112.08356270715912
5.0,1.0,58.0,1.9,1.6,b,15.0,125.0,-4.004696083335445
5.0,1.0,58.0,1.9,1.7,b,25.0,0.0,-111.751682276422
5.0,1.0,58.0,1.9,1.7,b,15.0,125.0,-10.565720289444474
5.0,1.0,58.0,1.9,1.8,b,25.0,0.0,-111.41777383740396
5.0,1.0,58.0,1.9,1.8,b,15.0,125.0,-17.065271223179636
5.0,1.0,58.0,1.9,1.9,b,25.0,0.0,-111.06920327393036
5.0,1.0,58.0,1.9,1.9,b,50.0,30.0,-85.9331716938693
5.0,1.0,58.0,1.9,1.9,b,15.0,125.0,-22.982999556943568
5.0,1.0,58.0,1.9,2.0,b,25.0,0.0,-110.6939527491386
5.0,1.0,58.0,1.9,2.0,b,50.0,30.0,-86.20793082291968
5.0,1.0,58.0,1.9,2.0,b,15.0,125.0,-27.95396329564701
5.0,1.0,58.0,2.0,-2.0,b,20.0,-5.0,-119.87669847830776
5.0,1.0,58.0,2.0,-2.0,b,-135.0,0.0,-69.26296323470177
5.0,1.0,58.0,2.0,-2.0,b,35.0,90.0,-64.29694015101319
5.0,1.0,58.0,2.0,-2.0,b,165.0,95.0,-96.91527562062676
5.0,1.0,58.0,2.0,-2.0,b,-180.0,100.0,-95.16699480356677
5.0,1.0,58.0,2.0,-2.0,b,175.0,100.0,-97.821998366077
5.0,1.0,58.0,2.0,-2.0,b,25.0,110.0,-53.6824574844386
5.0,1.0,58.0,2.0,-1.9,b,20.0,-5.0,-120.31495598038578
5.0,1.0,58.0,2.0,-1.9,b,-140.0,5.0,-69.16065168562415
5.0,1.0,58.0,2.0,-1.9,b,35.0,90.0,-61.95287111819269
5.0,1.0,58.0,2.0,-1.9,b,165.0,95.0,-96.5706551494168
5.0,1.0,58.0,2.0,-1.9,b,-180.0,100.0,-97.0755015731858
5.0,1.0,58.0,2.0,-1.9,b,175.0,100.0,-99.02548584892313
5.0,1.0,58.0,2.0,-1.9,b,25.0,110.0,-49.05363023279545
5.0,1.0,58.0,2.0,-1.9,b,20.0,120.0,-47.11246291949283
5.0,1.0,58.0,2.0,-1.8,b,20.0,-5.0,-120.59083940074832
5.0,1.0,58.0,2.0,-1.8,b,-140.0,5.0,-68.87249828522171
5.0,1.0,58.0,2.0,-1.8,b,50.0,45.0,-92.64031158968984
5.0,1.0,58.0,2.0,-1.8,b,35.0,90.0,-58.39671174087009
5.0,1.0,58.0,2.0,-1.8,b,165.0,95.0,-94.28883202811222
5.0,1.0,58.0,2.0,-1.8,b,175.0,100.0,-99.06048577566318
5.0,1.0,58.0,2.0,-1.8,b,-175.0,105.0,-99.02840974033197
5.0,1.0,58.0,2.0,-1.8,b,25.0,110.0,-42.98082443893775
5.0,1.0,58.0,2.0,-1.8,b,20.0,120.0,-44.47931588237806
5.0,1.0,58.0,2.0,-1.7,b,20.0,-5.0,-120.71459175439118
5.0,1.0,58.0,2.0,-1.7,b,-140.0,5.0,-68.4321836269342
5.0,1.0,58.0,2.0,-1.7,b,50.0,45.0,-92.59038756498448
5.0,1.0,58.0,2.0,-1.7,b,35.0,90.0,-53.41582236570378
5.0,1.0,58.0,2.0,-1.7,b,165.0,95.0,-88.7236223406564
5.0,1.0,58.0,2.0,-1.7,b,180.0,100.0,-98.73285866307393
5.0,1.0,58.0,2.0,-1.7,b,-175.0,105.0,-101.3244574207791
5.0,1.0,58.0,2.0,-1.7,b,20.0,120.0,-41.51741423376279
5.0,1.0,58.0,2.0,-1.6,b,20.0,-5.0,-120.7080163840006
5.0,1.0,58.0,2.0,-1.6,b,-140.0,10.0,-68.97568692507285
5.0,1.0,58.0,2.0,-1.6,b,40.0,25.0,-100.81320720146024
5.0,1.0,58.0,2.0,-1.6,b,35.0,90.0,-46.83203347992463
5.0,1.0,58.0,2.0,-1.6,b,-175.0,105.0,-103.25878120519724
5.0,1.0,58.0,2.0,-1.6,b,30.0,105.0,-30.102555880557876
5.0,1.0,58.0,2.0,-1.6,b,180.0,105.0,-97.86832565966134
5.0,1.0,58.0,2.0,-1.6,b,20.0,120.0,-38.35883974945649
5.0,1.0,58.0,2.0,-1.5,b,20.0,-5.0,-120.60158256772658
5.0,1.0,58.0,2.0,-1.5,b,-140.0,10.0,-69.91897888752354
5.0,1.0,58.0,2.0,-1.5,b,40.0,25.0,-101.28938259744454
5.0,1.0,58.0,2.0,-1.5,b,180.0,60.0,-78.28087265824443
5.0,1.0,58.0,2.0,-1.5,b,-175.0,75.0,-96.73627398612211
5.0,1.0,58.0,2.0,-1.5,b,40.0,90.0,-39.81338046943941
5.0,1.0,58.0,2.0,-1.5,b,-175.0,105.0,-104.52337528845064
5.0,1.0,58.0,2.0,-1.5,b,30.0,105.0,-23.005158960333222
5.0,1.0,58.0,2.0,-1.5,b,180.0,105.0,-95.39427288349648
5.0,1.0,58.0,2.0,-1.5,b,20.0,120.0,-35.19501169676119
5.0,1.0,58.0,2.0,-1.4,b,20.0,-5.0,-120.43103886803624
5.0,1.0,58.0,2.0,-1.4,b,-140.0,10.0,-70.98687951512927
5.0,1.0,58.0,2.0,-1.4,b,40.0,25.0,-101.68055890875044
5.0,1.0,58.0,2.0,-1.4,b,180.0,60.0,-71.56613152481394
5.0,1.0,58.0,2.0,-1.4,b,-175.0,70.0,-97.11293645423328
5.0,1.0,58.0,2.0,-1.4,b,40.0,90.0,-38.00465492449294
5.0,1.0,58.0,2.0,-1.4,b,170.0,100.0,-52.66250121750617
5.0,1.0,58.0,2.0,-1.4,b,-170.0,105.0,-106.84509812757368
5.0,1.0,58.0,2.0,-1.4,b,180.0,105.0,-88.82519849628294
5.0,1.0,58.0,2.0,-1.4,b,20.0,120.0,-32.264427060368675
5.0,1.0,58.0,2.0,-1.3,b,20.0,-5.0,-120.2337094202952
5.0,1.0,58.0,2.0,-1.3,b,-140.0,10.0,-72.22871668850296
5.0,1.0,58.0,2.0,-1.3,b,40.0,25.0,-101.97081411964828
5.0,1.0,58.0,2.0,-1.3,b,50.0,40.0,-90.89704562018268
5.0,1.0,58.0,2.0,-1.3,b,55.0,55.0,-85.77879406014789
5.0,1.0,58.0,2.0,-1.3,b,180.0,55.0,-61.28347330113092
5.0,1.0,58.0,2.0,-1.3,b,-175.0,70.0,-96.73576067355344
5.0,1.0,58.0,2.0,-1.3,b,40.0,90.0,-35.88492404620214
5.0,1.0,58.0,2.0,-1.3,b,-165.0,105.0,-109.0196909424209
5.0,1.0,58.0,2.0,-1.3,b,180.0,105.0,-75.12504108815925
5.0,1.0,58.0,2.0,-1.3,b,20.0,120.0,-29.8266556875809
5.0,1.0,58.0,2.0,-1.2,b,20.0,-5.0,-120.04472894793815
5.0,1.0,58.0,2.0,-1.2,b,-140.0,10.0,-73.68973460574264
5.0,1.0,58.0,2.0,-1.2,b,40.0,25.0,-102.14688527801188
5.0,1.0,58.0,2.0,-1.2,b,50.0,40.0,-89.43786640624977
5.0,1.0,58.0,2.0,-1.2,b,55.0,55.0,-86.46542597730279
5.0,1.0,58.0,2.0,-1.2,b,180.0,55.0,-47.14988548651183
5.0,1.0,58.0,2.0,-1.2,b,-170.0,80.0,-97.59939236324226
5.0,1.0,58.0,2.0,-1.2,b,40.0,90.0,-33.5449086952
5.0,1.0,58.0,2.0,-1.2,b,180.0,90.0,-16.507828011952913
5.0,1.0,58.0,2.0,-1.2,b,-165.0,105.0,-111.78201673190568
5.0,1.0,58.0,2.0,-1.2,b,180.0,105.0,-49.03429726953087
5.0,1.0,58.0,2.0,-1.2,b,20.0,120.0,-28.125264771005327
5.0,1.0,58.0,2.0,-1.1,b,20.0,-5.0,-119.89357648823702
5.0,1.0,58.0,2.0,-1.1,b,-140.0,10.0,-75.40394545649268
5.0,1.0,58.0,2.0,-1.1,b,40.0,25.0,-102.19995656848424
5.0,1.0,58.0,2.0,-1.1,b,55.0,55.0,-87.11232698463493
5.0,1.0,58.0,2.0,-1.1,b,180.0,55.0,-23.167948100017604
5.0,1.0,58.0,2.0,-1.1,b,-170.0,80.0,-99.11992186940236
5.0,1.0,58.0,2.0,-1.1,b,40.0,90.0,-31.12200371129751
5.0,1.0,58.0,2.0,-1.1,b,-165.0,105.0,-114.30553263651088
5.0,1.0,58.0,2.0,-1.1,b,180.0,105.0,-1.4150120336335483
5.0,1.0,58.0,2.0,-1.1,b,20.0,120.0,-27.346757149743937
5.0,1.0,58.0,2.0,-1.0,b,20.0,-5.0,-119.80132444886084
5.0,1.0,58.0,2.0,-1.0,b,-145.0,15.0,-77.48068716166792
5.0,1.0,58.0,2.0,-1.0,b,55.0,55.0,-87.72816852897179
5.0,1.0,58.0,2.0,-1.0,b,-170.0,75.0,-100.2334581916669
5.0,1.0,58.0,2.0,-1.0,b,40.0,90.0,-28.79285053977593
5.0,1.0,58.0,2.0,-1.0,b,-160.0,110.0,-117.16831187704204
5.0,1.0,58.0,2.0,-1.0,b,20.0,120.0,-27.585473443933367
5.0,1.0,58.0,2.0,-0.9,b,20.0,-5.0,-119.77897108895448
5.0,1.0,58.0,2.0,-0.9,b,-145.0,15.0,-79.90293766835529
5.0,1.0,58.0,2.0,-0.9,b,-160.0,30.0,-77.23315279105209
5.0,1.0,58.0,2.0,-0.9,b,55.0,55.0,-88.32770988042313
5.0,1.0,58.0,2.0,-0.9,b,-170.0,75.0,-100.5649697498854
5.0,1.0,58.0,2.0,-0.9,b,40.0,90.0,-26.753568307836744
5.0,1.0,58.0,2.0,-0.9,b,-160.0,110.0,-120.19483964729278
5.0,1.0,58.0,2.0,-0.9,b,20.0,120.0,-28.824020624093787
5.0,1.0,58.0,2.0,-0.8,b,20.0,-5.0,-119.82705743407809
5.0,1.0,58.0,2.0,-0.8,b,-145.0,15.0,-82.555565757874
5.0,1.0,58.0,2.0,-0.8,b,40.0,20.0,-103.4769403114844
5.0,1.0,58.0,2.0,-0.8,b,-165.0,50.0,-87.53391735959447
5.0,1.0,58.0,2.0,-0.8,b,55.0,55.0,-88.93078139208421
5.0,1.0,58.0,2.0,-0.8,b,-170.0,75.0,-99.68143454363172
5.0,1.0,58.0,2.0,-0.8,b,40.0,90.0,-25.186350082494197
5.0,1.0,58.0,2.0,-0.8,b,-160.0,110.0,-122.96192318061196
5.0,1.0,58.0,2.0,-0.8,b,20.0,120.0,-30.934737297300423
5.0,1.0,58.0,2.0,-0.7,b,20.0,-5.0,-119.93652549600128
5.0,1.0,58.0,2.0,-0.7,b,-145.0,15.0,-85.37411181129838
5.0,1.0,58.0,2.0,-0.7,b,40.0,20.0,-103.99470089437864
5.0,1.0,58.0,2.0,-0.7,b,-165.0,50.0,-86.97804419290365
5.0,1.0,58.0,2.0,-0.7,b,55.0,55.0,-89.55960578295489
5.0,1.0,58.0,2.0,-0.7,b,-170.0,75.0,-97.0907056788947
5.0,1.0,58.0,2.0,-0.7,b,40.0,90.0,-24.21363169092483
5.0,1.0,58.0,2.0,-0.7,b,-160.0,110.0,-125.2641348661078
5.0,1.0,58.0,2.0,-0.7,b,20.0,120.0,-33.70137174779327
5.0,1.0,58.0,2.0,-0.6,b,20.0,-5.0,-120.09053321311906
5.0,1.0,58.0,2.0,-0.6,b,-145.0,15.0,-88.27013661457026
5.0,1.0,58.0,2.0,-0.6,b,40.0,20.0,-104.53076243259542
5.0,1.0,58.0,2.0,-0.6,b,-165.0,50.0,-84.79354995479422
5.0,1.0,58.0,2.0,-0.6,b,55.0,55.0,-90.2340439617338
5.0,1.0,58.0,2.0,-0.6,b,-170.0,75.0,-92.15754528562633
5.0,1.0,58.0,2.0,-0.6,b,40.0,90.0,-23.84299930229781
5.0,1.0,58.0,2.0,-0.6,b,-160.0,110.0,-126.81702547890671
5.0,1.0,58.0,2.0,-0.6,b,20.0,120.0,-36.8541306041066
5.0,1.0,58.0,2.0,-0.5,b,20.0,-5.0,-120.26678431293718
5.0,1.0,58.0,2.0,-0.5,b,-145.0,15.0,-91.13447233550004
5.0,1.0,58.0,2.0,-0.5,b,40.0,20.0,-105.08913175856206
5.0,1.0,58.0,2.0,-0.5,b,-165.0,50.0,-80.29118307746806
5.0,1.0,58.0,2.0,-0.5,b,55.0,55.0,-90.96437665690875
5.0,1.0,58.0,2.0,-0.5,b,-170.0,75.0,-84.08259156002426
5.0,1.0,58.0,2.0,-0.5,b,45.0,85.0,-24.035660831729142
5.0,1.0,58.0,2.0,-0.5,b,-160.0,110.0,-127.23658704214458
5.0,1.0,58.0,2.0,-0.5,b,20.0,120.0,-40.10798738004004
5.0,1.0,58.0,2.0,-0.4,b,20.0,-5.0,-120.43990510531128
5.0,1.0,58.0,2.0,-0.4,b,-145.0,15.0,-93.8392678666328
5.0,1.0,58.0,2.0,-0.4,b,40.0,20.0,-105.6714393254466
5.0,1.0,58.0,2.0,-0.4,b,-165.0,50.0,-72.58009410758812
5.0,1.0,58.0,2.0,-0.4,b,55.0,55.0,-91.74115441547912
5.0,1.0,58.0,2.0,-0.4,b,-170.0,75.0,-71.8929182853114
5.0,1.0,58.0,2.0,-0.4,b,45.0,85.0,-24.55909786249068
5.0,1.0,58.0,2.0,-0.4,b,-160.0,105.0,-128.12004550126045
5.0,1.0,58.0,2.0,-0.4,b,-155.0,115.0,-129.45377720454843
5.0,1.0,58.0,2.0,-0.4,b,20.0,120.0,-43.19462301416539
5.0,1.0,58.0,2.0,-0.3,b,15.0,-5.0,-120.9016871447869
5.0,1.0,58.0,2.0,-0.3,b,-145.0,15.0,-96.23719641696935
5.0,1.0,58.0,2.0,-0.3,b,40.0,20.0,-106.27582480687664
5.0,1.0,58.0,2.0,-0.3,b,-165.0,55.0,-62.35832003852824
5.0,1.0,58.0,2.0,-0.3,b,55.0,55.0,-92.52133840359096
5.0,1.0,58.0,2.0,-0.3,b,-165.0,65.0,-48.71377464594115
5.0,1.0,58.0,2.0,-0.3,b,-170.0,75.0,-54.45633419967569
5.0,1.0,58.0,2.0,-0.3,b,45.0,85.0,-24.50967908689088
5.0,1.0,58.0,2.0,-0.3,b,-155.0,115.0,-131.20776327065948
5.0,1.0,58.0,2.0,-0.3,b,20.0,120.0,-45.88184358097492
5.0,1.0,58.0,2.0,-0.2,b,15.0,-5.0,-121.3868643628413
5.0,1.0,58.0,2.0,-0.2,b,-145.0,10.0,-98.56405926720966
5.0,1.0,58.0,2.0,-0.2,b,40.0,20.0,-106.89584906895674
5.0,1.0,58.0,2.0,-0.2,b,55.0,55.0,-93.20925799754616
5.0,1.0,58.0,2.0,-0.2,b,-165.0,65.0,-40.8493938509712
5.0,1.0,58.0,2.0,-0.2,b,-165.0,80.0,-34.01683287819739
5.0,1.0,58.0,2.0,-0.2,b,45.0,85.0,-23.090656785129845
5.0,1.0,58.0,2.0,-0.2,b,-155.0,110.0,-132.45311730676195
5.0,1.0,58.0,2.0,-0.2,b,20.0,120.0,-47.97895514345898
5.0,1.0,58.0,2.0,-0.1,b,15.0,-5.0,-121.71641365329648
5.0,1.0,58.0,2.0,-0.1,b,-145.0,10.0,-100.22840642293689
5.0,1.0,58.0,2.0,-0.1,b,40.0,20.0,-107.51942336463712
5.0,1.0,58.0,2.0,-0.1,b,55.0,55.0,-93.62965125104743
5.0,1.0,58.0,2.0,-0.1,b,-165.0,70.0,-30.604926309463373
5.0,1.0,58.0,2.0,-0.1,b,-165.0,80.0,-28.489127679361676
5.0,1.0,58.0,2.0,-0.1,b,-155.0,110.0,-134.08588251130192
5.0,1.0,58.0,2.0,-0.1,b,20.0,120.0,-49.33058787654209
5.0,1.0,58.0,2.0,0.0,b,15.0,-5.0,-121.8337751012255
5.0,1.0,58.0,2.0,0.0,b,-140.0,5.0,-101.32184761537856
5.0,1.0,58.0,2.0,0.0,b,40.0,20.0,-108.12766775868964
5.0,1.0,58.0,2.0,0.0,b,-160.0,50.0,-29.194793603034675
5.0,1.0,58.0,2.0,0.0,b,55.0,55.0,-93.48802517400055
5.0,1.0,58.0,2.0,0.0,b,-165.0,70.0,-16.94557760761988
5.0,1.0,58.0,2.0,0.0,b,-165.0,80.0,-20.224364496405908
5.0,1.0,58.0,2.0,0.0,b,-155.0,110.0,-134.75620781064143
5.0,1.0,58.0,2.0,0.0,b,20.0,120.0,-49.80389419362302
5.0,1.0,58.0,2.0,0.1,b,15.0,-10.0,-121.76501940375502
5.0,1.0,58.0,2.0,0.1,b,-140.0,5.0,-101.26442469567536
5.0,1.0,58.0,2.0,0.1,b,40.0,20.0,-108.69353377573134
5.0,1.0,58.0,2.0,0.1,b,-160.0,50.0,-9.754749309638012
5.0,1.0,58.0,2.0,0.1,b,55.0,50.0,-92.439732914533
5.0,1.0,58.0,2.0,0.1,b,-165.0,85.0,-9.240007902208491
5.0,1.0,58.0,2.0,0.1,b,-155.0,110.0,-134.16593531885923
5.0,1.0,58.0,2.0,0.1,b,15.0,120.0,-50.17703717798676
5.0,1.0,58.0,2.0,0.2,b,15.0,-10.0,-122.01604450296963
5.0,1.0,58.0,2.0,0.2,b,-140.0,5.0,-99.60015688067011
5.0,1.0,58.0,2.0,0.2,b,40.0,20.0,-109.17997329398158
5.0,1.0,58.0,2.0,0.2,b,55.0,50.0,-91.36712154498744
5.0,1.0,58.0,2.0,0.2,b,-155.0,110.0,-131.9462576144441
5.0,1.0,58.0,2.0,0.2,b,-150.0,120.0,-117.05945829973535
5.0,1.0,58.0,2.0,0.2,b,15.0,120.0,-50.82698374382928
5.0,1.0,58.0,2.0,0.3,b,15.0,-10.0,-121.67817765760196
5.0,1.0,58.0,2.0,0.3,b,-140.0,5.0,-95.84918386928766
5.0,1.0,58.0,2.0,0.3,b,40.0,20.0,-109.53742809914073
5.0,1.0,58.0,2.0,0.3,b,55.0,50.0,-88.31284244749989
5.0,1.0,58.0,2.0,0.3,b,-155.0,110.0,-127.61831070153129
5.0,1.0,58.0,2.0,0.3,b,-150.0,120.0,-112.48864751419003
5.0,1.0,58.0,2.0,0.3,b,15.0,120.0,-48.27215655198018
5.0,1.0,58.0,2.0,0.4,b,15.0,-10.0,-120.7742292579814
5.0,1.0,58.0,2.0,0.4,b,-140.0,5.0,-89.31182068956228
5.0,1.0,58.0,2.0,0.4,b,40.0,20.0,-109.70047373316775
5.0,1.0,58.0,2.0,0.4,b,55.0,45.0,-84.527825602114
5.0,1.0,58.0,2.0,0.4,b,-155.0,110.0,-120.5133614230658
5.0,1.0,58.0,2.0,0.4,b,-150.0,120.0,-104.59226819946754
5.0,1.0,58.0,2.0,0.4,b,15.0,125.0,-43.24253656578692
5.0,1.0,58.0,2.0,0.5,b,15.0,-10.0,-119.33793382199656
5.0,1.0,58.0,2.0,0.5,b,-140.0,5.0,-78.9241910970238
5.0,1.0,58.0,2.0,0.5,b,35.0,15.0,-109.71748009544795
