R1,R2,Eheri,Epara,Etotal
4.5,1.5,-13.4956,-6.8058,-67.594
4.6,1.5,-13.367,-6.3374,-66.1428
4.7,1.5,-12.8541,-5.8877,-63.1918
4.8,1.5,-12.1436,-5.4582,-59.4908
4.9,1.5,-11.3491,-5.0531,-55.5026
5,1.5,-10.5288,-4.6731,-51.4614
4,1.6,4.8913,-8.1973,3.1706
4.1,1.6,-2.714,-7.7088,-26.2736
4.2,1.6,-7.8668,-7.2184,-45.904
4.3,1.6,-11.0437,-6.7381,-57.651
4.4,1.6,-12.7067,-6.2715,-63.3698
4.5,1.6,-13.3025,-5.8244,-64.8588
4.6,1.6,-13.2172,-5.3992,-63.6672
4.7,1.6,-12.7368,-4.9973,-60.9418
4.8,1.6,-12.0533,-4.6185,-57.4502
4.9,1.6,-11.2782,-4.2648,-53.6424
5,1.6,-10.4737,-3.9344,-49.7636
4,1.7,5.778,-7.1482,8.8156
4.1,1.7,-1.9822,-6.6685,-21.2658
4.2,1.7,-7.2736,-6.2063,-41.507
4.3,1.7,-10.5771,-5.7617,-53.8318
4.4,1.7,-12.3512,-5.339,-60.0828
4.5,1.7,-13.0378,-4.9415,-62.0342
4.6,1.7,-13.0209,-4.5665,-61.2166
4.7,1.7,-12.5895,-4.2147,-58.7874
4.8,1.7,-11.941,-3.8886,-55.5412
4.9,1.7,-11.1923,-3.5882,-51.9456
5,1.7,-10.4053,-3.311,-48.2432
4,1.8,6.8673,-6.1411,15.187
4.1,1.8,-1.083,-5.699,-15.73
4.2,1.8,-6.5368,-5.2807,-36.7086
4.3,1.8,-9.9927,-4.885,-49.7408
4.4,1.8,-11.9072,-4.5144,-56.6576
4.5,1.8,-12.713,-4.1664,-59.1848
4.6,1.8,-12.7864,-3.8441,-58.8338
4.7,1.8,-12.4189,-3.5474,-56.7704
4.8,1.8,-11.8137,-3.2722,-53.7992
4.9,1.8,-11.0938,-3.0182,-50.4116
5,1.8,-10.3282,-2.7862,-46.8852
