R1,R2,Eheri,Epara,Etotal
5.2,-0.8,-10.6116,-8.968,-60.3824
5.3,-0.8,-10.278,-8.2067,-57.5254
5.4,-0.8,-9.728,-7.4617,-53.8354
5.5,-0.8,-9.0671,-6.7538,-49.776
4.5,-0.7,10.6085,-10.4367,21.5606
4.6,-0.7,2.5328,-11.1202,-12.1092
4.7,-0.7,-3.0433,-11.181,-34.5352
4.8,-0.7,-6.7462,-10.8418,-48.6684
4.9,-0.7,-9.0552,-10.2717,-56.7642
5,-0.7,-10.3344,-9.5732,-60.484
5.1,-0.7,-10.8656,-8.8219,-61.1062
5.2,-0.7,-10.8631,-8.0625,-59.5774
5.3,-0.7,-10.5019,-7.3232,-56.654
5.4,-0.7,-9.9268,-6.6233,-52.9538
5.5,-0.7,-9.2464,-5.9737,-48.933
4.5,-0.6,9.8071,-11.1729,16.8826
4.6,-0.6,1.8951,-11.1409,-14.7014
4.7,-0.6,-3.5569,-10.7471,-35.7218
4.8,-0.6,-7.172,-10.1457,-48.9794
4.9,-0.6,-9.4195,-9.4314,-56.5408
5,-0.6,-10.6524,-8.677,-59.9636
5.1,-0.6,-11.1409,-7.9176,-60.3988
5.2,-0.6,-11.1001,-7.1858,-58.772
5.3,-0.6,-10.7063,-6.4948,-55.8148
5.4,-0.6,-10.1062,-5.8551,-52.135
5.5,-0.6,-9.4057,-5.2738,-48.1704
4.5,-0.5,8.7893,-11.0876,12.982
4.6,-0.5,1.1062,-10.6436,-16.8624
4.7,-0.5,-4.1739,-10.014,-36.7236
4.8,-0.5,-7.6637,-9.2891,-49.233
4.9,-0.5,-9.8196,-8.5297,-56.3378
5,-0.5,-10.9816,-7.7747,-59.4758
5.1,-0.5,-11.4118,-7.0497,-59.7466
5.2,-0.5,-11.3221,-6.3668,-58.022
5.3,-0.5,-10.8913,-5.7404,-55.046
5.4,-0.5,-10.2636,-5.1672,-51.3888
5.5,-0.5,-9.5443,-4.6467,-47.4706
4.5,-0.4,7.6179,-10.5345,9.4026
4.6,-0.4,0.2051,-9.8804,-18.9404
4.7,-0.4,-4.8687,-9.1442,-37.7632
4.8,-0.4,-8.2048,-8.3842,-49.5876
4.9,-0.4,-10.246,-7.6323,-56.2486
5,-0.4,-11.3171,-6.9143,-59.097
5.1,-0.4,-11.6739,-6.2427,-59.181
5.2,-0.4,-11.5265,-5.6262,-57.3584
5.3,-0.4,-11.055,-5.0631,-54.3462
5.4,-0.4,-10.3997,-4.5539,-50.7066
5.5,-0.4,-9.6622,-4.1049,-46.8586
4.5,-0.3,6.3656,-9.7431,5.9762
4.6,-0.3,-0.755,-8.9994,-21.0188
4.7,-0.3,-5.6081,-8.2387,-38.9098
4.8,-0.3,-8.7761,-7.4918,-50.088
4.9,-0.3,-10.6844,-6.7826,-56.3028
5,-0.3,-11.6494,-6.1198,-58.8372
5.1,-0.3,-11.9216,-5.514,-58.7144
5.2,-0.3,-11.7096,-4.9615,-56.7614
5.3,-0.3,-11.1948,-4.463,-53.7052
5.4,-0.3,-10.5132,-4.0247,-50.1022
5.5,-0.3,-9.76,-3.629,-46.298
4.5,-0.2,5.1158,-8.8539,2.7554
4.6,-0.2,-1.7151,-8.0926,-23.0456
4.7,-0.2,-6.3512,-7.3533,-40.1114
4.8,-0.2,-9.3487,-6.6509,-50.6966
4.9,-0.2,-11.1196,-5.9987,-56.4758
5,-0.2,-11.9693,-5.4036,-58.6844
5.1,-0.2,-12.1486,-4.8606,-58.3156
5.2,-0.2,-11.8702,-4.3752,-56.2312
5.3,-0.2,-11.3114,-3.9456,-53.1368
5.4,-0.2,-10.6047,-3.5581,-49.535
5.5,-0.2,-9.8384,-3.2132,-45.78
4.5,-0.1,3.9475,-7.9484,-0.1068
4.6,-0.1,-2.6175,-7.2153,-24.9006
4.7,-0.1,-7.0541,-6.5211,-41.2586
4.8,-0.1,-9.893,-5.8808,-51.3336
4.9,-0.1,-11.5278,-5.2964,-56.704
5,-0.1,-12.2627,-4.7621,-58.575
5.1,-0.1,-12.3505,-4.2893,-57.9806
5.2,-0.1,-12.0063,-3.8679,-55.761
5.3,-0.1,-11.4049,-3.4885,-52.5966
5.4,-0.1,-10.6756,-3.1511,-49.0046
5.5,-0.1,-9.8986,-2.8514,-45.2972
4.5,0,2.9398,-7.0786,-2.398
4.6,0,-3.4001,-6.3944,-26.3892
4.7,0,-7.675,-5.7648,-42.2296
4.8,0,-10.379,-5.1898,-51.8956
4.9,0,-11.8934,-4.6674,-56.9084
5,0,-12.5198,-4.2046,-58.4884
5.1,0,-12.5192,-3.792,-57.6608
5.2,0,-12.1129,-3.4208,-55.2932
5.3,0,-11.4764,-3.0922,-52.09
5.4,0,-10.7276,-2.7968,-48.504
5.5,0,-9.9425,-2.5385,-44.847
4.5,0.1,2.1528,-6.2684,-3.9256
4.6,0.1,-4.0153,-5.6507,-27.3626
4.7,0.1,-8.1741,-5.0851,-42.8666
4.8,0.1,-10.7784,-4.5734,-52.2604
4.9,0.1,-12.1925,-4.1219,-57.0138
5,0.1,-12.7255,-3.7174,-58.3368
5.1,0.1,-12.649,-3.3549,-57.3058
5.2,0.1,-12.1906,-3.032,-54.8264
5.3,0.1,-11.5234,-2.7448,-51.5832
5.4,0.1,-10.7596,-2.4914,-48.0212
5.5,0.1,-9.9688,-2.2638,-44.4028
4.5,0.2,1.6292,-5.5378,-4.5588
4.6,0.2,-4.4291,-4.9822,-27.6808
4.7,0.2,-8.519,-4.4824,-43.0408
4.8,0.2,-11.0619,-4.0416,-52.3308
4.9,0.2,-12.407,-3.6446,-56.9172
5,0.2,-12.8698,-3.2903,-58.0598
5.1,0.2,-12.7343,-2.9749,-56.887
5.2,0.2,-12.237,-2.6934,-54.3348
5.3,0.2,-11.5485,-2.4469,-51.0878
5.4,0.2,-10.7759,-2.2224,-47.5484
5.5,0.2,-9.982,-2.0211,-43.9702
4.5,0.3,1.3921,-4.8825,-4.1966
4.6,0.3,-4.6223,-4.394,-27.2772
4.7,0.3,-8.6915,-3.962,-42.69
4.8,0.3,-11.2111,-3.5738,-51.992
4.9,0.3,-12.5205,-3.2276,-56.5372
5,0.3,-12.9419,-2.9178,-57.6032
5.1,0.3,-12.7738,-2.6438,-56.3828
5.2,0.3,-12.2533,-2.4024,-53.818
5.3,0.3,-11.5529,-2.1823,-50.5762
5.4,0.3,-10.7772,-1.986,-47.0808
5.5,0.3,-9.9839,-1.811,-43.5576
4.5,0.4,1.4486,-4.3075,-2.8206
4.6,0.4,-4.5847,-3.8854,-26.1096
4.7,0.4,-8.6795,-3.5042,-41.7264
4.8,0.4,-11.213,-3.1649,-51.1818
4.9,0.4,-12.5242,-2.862,-55.8208
5,0.4,-12.9394,-2.5955,-56.9486
5.1,0.4,-12.7632,-2.3591,-55.771
5.2,0.4,-12.2395,-2.1434,-53.2448
5.3,0.4,-11.5378,-1.9515,-50.0542
5.4,0.4,-10.7653,-1.7791,-46.6194
5.5,0.4,-9.9757,-1.6254,-43.1536
4.5,0.5,1.7866,-3.8089,-0.4714
4.6,0.5,-4.3282,-3.4358,-24.1844
4.7,0.5,-8.4839,-3.1041,-40.1438
4.8,0.5,-11.0669,-2.8087,-49.885
4.9,0.5,-12.4164,-2.5485,-54.7626
5,0.5,-12.8604,-2.3152,-56.072
5.1,0.5,-12.7048,-2.1039,-55.027
5.2,0.5,-12.1975,-1.917,-52.624
5.3,0.5,-11.5071,-1.749,-49.5264
5.4,0.5,-10.7414,-1.5978,-46.1612
5.5,0.5,-9.9576,-1.4599,-42.7502
4.5,0.6,2.3867,-3.3694,2.808
4.6,0.6,-3.8641,-3.0445,-21.5454
4.7,0.6,-8.1183,-2.7554,-37.984
4.8,0.6,-10.7816,-2.5015,-48.1294
4.9,0.6,-12.2019,-2.2738,-53.3552
5,0.6,-12.7092,-2.0663,-54.9694
5.1,0.6,-12.6026,-1.8832,-54.1768
5.2,0.6,-12.1285,-1.7182,-51.9504
5.3,0.6,-11.4588,-1.5696,-48.9744
5.4,0.6,-10.7063,-1.4354,-45.696
5.5,0.6,-9.93,-1.315,-42.35
4.5,0.7,3.2163,-2.9862,6.8928
4.6,0.7,-3.2189,-2.704,-18.2836
4.7,0.7,-7.6041,-2.4563,-35.329
4.8,0.7,-10.3746,-2.2318,-45.962
4.9,0.7,-11.8971,-2.0293,-51.647
5,0.7,-12.4948,-1.8499,-53.679
5.1,0.7,-12.4609,-1.6888,-53.2212
5.2,0.7,-12.0351,-1.5426,-51.2256
5.3,0.7,-11.3967,-1.411,-48.4088
5.4,0.7,-10.6605,-1.2918,-45.2256
5.5,0.7,-9.8942,-1.1852,-41.9472
4.5,0.8,4.231,-2.6545,11.615
4.6,0.8,-2.425,-2.4118,-14.5236
4.7,0.8,-6.9701,-2.1917,-32.2638
4.8,0.8,-9.8748,-1.9935,-43.4862
4.9,0.8,-11.5215,-1.8179,-49.7218
5,0.8,-12.2308,-1.6593,-52.2418
5.1,0.8,-12.2847,-1.5169,-52.1726
5.2,0.8,-11.9203,-1.3877,-50.4566
5.3,0.8,-11.3202,-1.2705,-47.8218
5.4,0.8,-10.6053,-1.1658,-44.7528
5.5,0.8,-9.8491,-1.0711,-41.5386
4.5,0.9,5.376,-2.3679,16.7682
4.6,0.9,-1.5288,-2.1509,-10.417
4.7,0.9,-6.2552,-1.9578,-28.9364
4.8,0.9,-9.3123,-1.786,-40.8212
4.9,0.9,-11.0976,-1.6311,-47.6526
5,0.9,-11.9304,-1.4912,-50.704
5.1,0.9,-12.0821,-1.3639,-51.0562
5.2,0.9,-11.7874,-1.2498,-49.6492
5.3,0.9,-11.2299,-1.1476,-47.2148
5.4,0.9,-10.5389,-1.0541,-44.2638
5.5,0.9,-9.7964,-0.9689,-41.1234
4.5,1,6.5857,-2.1127,22.1174
4.6,1,-0.5813,-1.9245,-6.1742
4.7,1,-5.504,-1.7552,-25.5264
4.8,1,-8.7228,-1.6035,-38.0982
4.9,1,-10.6511,-1.4649,-45.5342
5,1,-11.6081,-1.3413,-49.115
5.1,1,-11.862,-1.2297,-49.9074
5.2,1,-11.6388,-1.1281,-48.8114
5.3,1,-11.1265,-1.0372,-46.5804
5.4,1,-10.4624,-0.9525,-43.7546
5.5,1,-9.7337,-0.8779,-40.6906
