R1,R2,Eheri,Epara,Etotal
4,1.7,-4.004,-8.6375,-33.291
4.1,1.7,-8.8006,-8.3698,-51.942
4.2,1.7,-11.6507,-8.0249,-62.6526
4.3,1.7,-13.0535,-7.6336,-67.4812
4.4,1.7,-13.4655,-7.2178,-68.2976
4.5,1.7,-13.2655,-6.7951,-66.6522
4.6,1.7,-12.7199,-6.3762,-63.632
4.7,1.7,-12,-5.9674,-59.9348
4.8,1.7,-11.2048,-5.5742,-55.9676
4.9,1.7,-10.3871,-5.1967,-51.9418
5,1.7,-9.5775,-4.8386,-47.9872
4,1.8,-3.4728,-7.8662,-29.6236
4.1,1.8,-8.3604,-7.463,-48.3676
4.2,1.8,-11.297,-7.0435,-59.275
4.3,1.8,-12.7744,-6.6214,-64.3404
4.4,1.8,-13.2492,-6.2057,-65.4082
4.5,1.8,-13.0974,-5.8031,-63.9958
4.6,1.8,-12.5895,-5.4162,-61.1904
4.7,1.8,-11.8984,-5.0462,-57.686
4.8,1.8,-11.1258,-4.6956,-53.8944
4.9,1.8,-10.325,-4.3645,-50.029
5,1.8,-9.5293,-4.0535,-46.2242
4,1.9,-2.7573,-6.8679,-24.765
4.1,1.9,-7.7653,-6.4477,-43.9566
4.2,1.9,-10.8229,-6.037,-55.3656
4.3,1.9,-12.4101,-5.6407,-60.9218
4.4,1.9,-12.9764,-5.2607,-62.427
4.5,1.9,-12.8936,-4.8988,-61.372
4.6,1.9,-12.4358,-4.5552,-58.8536
4.7,1.9,-11.7811,-4.2329,-55.5902
4.8,1.9,-11.0324,-3.93,-51.9896
4.9,1.9,-10.2517,-3.6459,-48.2986
5,1.9,-9.4709,-3.3806,-44.6448
4,2,-1.9064,-5.8721,-19.3698
4.1,2,-7.0573,-5.4814,-39.192
4.2,2,-10.2586,-5.1089,-51.2522
4.3,2,-11.9806,-4.754,-57.4304
4.4,2,-12.6609,-4.4197,-59.483
4.5,2,-12.6641,-4.1056,-58.8676
4.6,2,-12.2652,-3.8102,-56.6812
4.7,2,-11.6501,-3.5337,-53.6678
4.8,2,-10.9295,-3.2765,-50.271
4.9,2,-10.1689,-3.0382,-46.752
5,2,-9.4026,-2.8175,-43.2454
