R1,R2,heri,phi,E_mono_i,E_mono_t,E_t1,E_t3,E_p,E
4.9,1.2,59.0,-134.0,-1059766.6527760844,-1059766.6411357739,-13.237028520088643,-13.203218281501904,-7.010033437050879,-2119600.1944723353
4.8,1.2,59.0,-134.0,-1059766.6525815565,-1059766.6415562057,-12.018328798934817,-12.532956024864689,-7.335698576876894,-2119597.0681045633
4.9,1.1,59.0,-134.0,-1059766.6530208134,-1059766.6406588664,-13.4299313693773,-13.355552609311417,-7.5234746693167835,-2119601.9115969758
5.2,1.2,59.0,-134.0,-1059766.6530270886,-1059766.6403513865,-12.945951731875539,-12.23559158644639,-5.818950430955738,-2119595.2943659737
4.9,1.0,59.0,-134.0,-1059766.6530835645,-1059766.640313736,-13.555119614349678,-13.438772985246032,-7.629172453656793,-2119602.539527407
4.9,0.9,59.0,-135.0,-1059766.596268809,-1059766.581961581,-13.508746625622734,-13.270826208870858,-7.103005318669602,-2119600.9433866963
4.9,0.8,59.0,-135.0,-1059766.5961872328,-1059766.582024332,-13.571704703615978,-13.184687911299989,-5.031670109368861,-2119596.7543370132
5.2,0.8,59.0,-136.0,-1059766.5399372363,-1059766.5243059623,-13.547074936097488,-11.426963374949992,-7.772332584951073,-2119598.556984991
4.9,0.6,59.0,11.0,-1059765.0679995795,-1059765.0390211677,-11.87664959137328,-11.567444038810208,-7.0229350426234305,-2119591.0410780925
5.1,1.2,59.0,-134.0,-1059766.6529831628,-1059766.640520814,-13.465473535703495,-12.875507459044456,-6.227371589746326,-2119598.430209146
5.2,0.7,60.0,-136.0,-1059766.539987437,-1059766.5243059623,-13.722005898598582,-11.17157308012247,-7.456111470935866,-2119597.7636742983
5.2,1.1,60.0,-133.0,-1059766.7095594644,-1059766.6983960615,-13.028393995482475,-12.395813714712858,-6.175062355585396,-2119596.6064956575
5.2,0.9,60.0,-134.0,-1059766.6529078616,-1059766.6403451115,-13.33440552209504,-12.052051186561584,-7.473480947315693,-2119599.0131282853
5.2,0.5,60.0,11.0,-1059765.0667006338,-1059765.038788989,-11.106123787350953,-10.494383113691583,-6.683307804865763,-2119586.6731190346
5.1,1.2,60.0,-133.0,-1059766.7094841632,-1059766.6988855193,-13.425287795253098,-12.921855347696692,-5.872345256851986,-2119597.847346482
5.2,0.6,60.0,-137.0,-1059766.4836495894,-1059766.4666001427,-13.755753386765718,-10.705621805042028,-5.849585468880832,-2119593.5721710534
5.2,0.8,60.0,-134.0,-1059766.6528513858,-1059766.6406525914,-13.317713756114244,-11.966741201933473,-7.676712610991672,-2119599.215839115
5.2,1.0,60.0,-134.0,-1059766.652926687,-1059766.6403011857,-13.305521236965433,-12.1014424986206,-6.9129576401319355,-2119597.9330706242
4.9,1.1,60.0,-133.0,-1059766.7094967132,-1059766.6990737724,-13.26466406043619,-13.201147498562932,-7.281594664091244,-2119600.903382932
5.1,1.0,60.0,-134.0,-1059766.652920412,-1059766.640382762,-13.770236317534,-12.781663338420913,-7.265586884459481,-2119600.928276255
4.8,1.0,60.0,-134.0,-1059766.6529015864,-1059766.6412048002,-11.694119482301176,-12.66266861720942,-7.621309753507376,-2119597.2503020926
4.8,0.9,60.0,-134.0,-1059766.652939237,-1059766.640696517,-11.879542412469164,-12.70565305231139,-6.813936561811715,-2119596.091899807
4.8,0.8,60.0,12.0,-1059765.0760191574,-1059765.0429744807,-10.733194594271481,-11.08234743354842,-6.3081697770394385,-2119586.366417248
4.8,0.7,60.0,12.0,-1059765.0756677517,-1059765.043250585,-10.775821348186582,-10.994044225662947,-6.840191580355167,-2119587.3390326453
4.8,0.6,60.0,12.0,-1059765.0751469184,-1059765.0434702137,-10.797457893379033,-10.854962909594178,-7.225947077153251,-2119587.875352892
4.8,0.5,60.0,12.0,-1059765.0745131331,-1059765.0435517898,-10.78970186994411,-10.662731496151537,-7.322006308706477,-2119587.666944273
4.7,0.9,60.0,-134.0,-1059766.6529580625,-1059766.6410479227,-9.101919598411769,-11.327892096480355,-5.706506914226338,-2119585.5666432036
4.8,1.1,60.0,-134.0,-1059766.6526945082,-1059766.6417821092,-11.433865984901786,-12.536758736008778,-7.58675905293785,-2119596.409244165
4.7,0.8,60.0,12.0,-1059765.0760944583,-1059765.042855254,-8.64017891488038,-9.854071909096092,-6.627603742759675,-2119580.3626588457
4.7,0.6,60.0,12.0,-1059765.075310071,-1059765.0433886372,-8.773487139260396,-9.603224787162617,-7.330339641310275,-2119581.5328018437
4.7,0.5,60.0,12.0,-1059765.074688836,-1059765.0435204143,-8.813371675089002,-9.39297756133601,-7.136664955178276,-2119580.8042376335
4.6,0.9,60.0,12.0,-1059765.0763015368,-1059765.0423971715,-5.029373423196375,-7.657780634006485,-6.396767913363874,-2119568.2865426494
4.6,0.8,60.0,12.0,-1059765.0761634845,-1059765.042736027,-5.130942191462964,-7.61367923184298,-6.912273654248565,-2119569.4326896667
4.6,0.7,60.0,12.0,-1059765.0758999304,-1059765.0430372315,-5.250890728086233,-7.511784157482907,-7.264482466969639,-2119570.1732518673
4.6,0.6,60.0,12.0,-1059765.0754669486,-1059765.0433007858,-5.377070439048111,-7.349591648206115,-7.294954352313653,-2119570.1620006133
4.6,0.5,60.0,12.0,-1059765.074870814,-1059765.0434764887,-5.493122138082981,-7.124397134408355,-6.65604249574244,-2119568.6654708395
4.7,0.7,60.0,12.0,-1059765.0757869787,-1059765.0431439083,-8.71209156117402,-9.756299576489255,-7.088440811261535,-2119581.232594785
4.8,1.2,60.0,-133.0,-1059766.709088832,-1059766.69987071,-11.733508285367861,-12.140617947792634,-7.0536893075332046,-2119595.2645906233
4.9,0.5,60.0,12.0,-1059765.0743437055,-1059765.04356434,-11.772708834614605,-11.186677245888859,-7.313591399462894,-2119590.6638630056
4.9,0.6,60.0,12.0,-1059765.0749837658,-1059765.0435392396,-11.808859685668722,-11.36017748597078,-7.027886096388102,-2119590.5123695415
5.1,0.9,60.0,-134.0,-1059766.652882761,-1059766.6402886356,-13.829536012373865,-12.746171372942626,-7.651593385962769,-2119601.7477729395
5.1,0.8,60.0,-134.0,-1059766.6528137352,-1059766.6404706133,-13.83499534940347,-12.665222583105788,-7.5108115170150995,-2119601.3153432477
5.1,0.7,60.0,-135.0,-1059766.596275084,-1059766.5825388902,-13.972131385235116,-12.184148316504434,-6.520895666908473,-2119598.5331647117
5.1,0.6,60.0,12.0,-1059765.0746574607,-1059765.0436396413,-11.902214348549023,-10.94956631702371,-6.460253100376576,-2119588.742364634
5.0,1.2,60.0,-133.0,-1059766.7094025868,-1059766.6991678989,-13.532039796700701,-13.196635701693594,-6.285384888993576,-2119599.4366912604
5.0,1.1,60.0,-133.0,-1059766.7095531893,-1059766.6987851176,-13.692531754495576,-13.331085994374007,-6.960303269792348,-2119601.3761803443
5.0,1.0,60.0,-134.0,-1059766.652920412,-1059766.640558465,-13.820135912625119,-13.212084997445345,-7.534820050001144,-2119602.427560797
5.0,0.9,60.0,-134.0,-1059766.652882761,-1059766.640320011,-13.915021699853241,-13.19634077209048,-7.657805735012516,-2119602.8315391857
5.0,0.8,60.0,-134.0,-1059766.65279491,-1059766.6403576615,-13.948712711920962,-13.124057894805446,-7.018322844058275,-2119601.475339473
5.0,0.7,60.0,-135.0,-1059766.5961872328,-1059766.5822816112,-13.951467480510473,-12.652038597967476,-5.132448215968907,-2119596.650377433
5.0,0.6,60.0,12.0,-1059765.0748206133,-1059765.0435957157,-12.10087146400474,-11.333953842753544,-6.764789978740737,-2119590.5176469
5.0,0.5,60.0,12.0,-1059765.074180553,-1059765.043558065,-12.050275332992896,-11.180038190213963,-7.180778907844797,-2119590.93992348
4.9,1.2,60.0,-133.0,-1059766.7092708098,-1059766.699500479,-13.059449465712532,-13.009405542863533,-6.686489280778915,-2119598.9194598673
4.9,1.0,60.0,-134.0,-1059766.652926687,-1059766.6408345692,-13.227283289656043,-13.238120388006791,-7.672702821902931,-2119601.5699742553
4.9,0.9,60.0,-134.0,-1059766.6529078616,-1059766.6404580632,-13.362624646862969,-13.247689915355295,-7.416013581445441,-2119601.346022212
4.9,0.8,60.0,-134.0,-1059766.6528074602,-1059766.640320011,-13.432435134192929,-13.189042830606923,-6.062010154128075,-2119598.660103709
4.9,0.7,60.0,12.0,-1059765.0755359747,-1059765.0433509867,-11.812059987103567,-11.485246503725648,-6.545067352242768,-2119589.8036346473
5.1,1.1,60.0,-133.0,-1059766.7095657394,-1059766.6985592141,-13.544564896263182,-13.008451727917418,-6.581293504452333,-2119599.676745211
5.2,1.2,60.0,-133.0,-1059766.709528089,-1059766.6986596156,-12.94578230381012,-12.348794390447438,-5.465292069595307,-2119594.9279252323
